source,title,description,publish_datetime,sentiment,symbol
economictimes,VIP Industries' promoter entities sell stake worth Rs 343 crore via bulk deals,"VIP Industries' promoter entities sold stakes worth Rs 343 crore via bulk deals at a 9% discount, with Multiples Private Equity and Samvibhag Securities among the buyers. The company's shares closed down 4.01% on Friday, continuing a 28% decline over the past year amidst a recent net loss.",2025-09-26 16:33:58,negative,General
economictimes,"Crisil upgrades Muthoot Microfin outlook to positive, reaffirms A+ rating","Crisil Ratings revised Muthoot Microfin’s outlook to ‘positive’ from ‘stable’, reaffirming ‘A+’ rating. Despite asset quality stress, strong collections, adequate provisioning, and continued parent support underpin the microfinance lender’s stability and resilience in FY26.",2025-09-26 16:00:13,positive,General
economictimes,"Daimler Truck, Traton shares fall on Trump's truck tariffs","Shares in Germany's Daimler Truck and Traton fell on Friday after U.S. President Donald Trump announced tariffs on heavy-duty trucks, adding to trade tensions that have hit the automotive sector hard.",2025-09-26 14:35:03,negative,General
economictimes,US stocks tick higher after inflation data calms rate-cut jitters,"US stocks are rising today, recovering earlier losses. An inflation report met economists' expectations. This boosts hopes for future Federal Reserve rate cuts. President Donald Trump announced new tariffs on various imports. These tariffs start in October. Some companies like Paccar and Eli Lilly gained. Others like Williams-Sonoma and Costco saw declines.",2025-09-26 13:34:22,negative,General
economictimes,"NCDEX shareholders approve Rs 770 crore preferential issue to fund equity, equity derivatives launch","NCDEX secured shareholder approval to issue Rs 770 crore worth of shares, marking a key step toward launching equity and derivatives segments by 2026, strengthening its multi-asset exchange vision.",2025-09-26 12:56:36,positive,General
economictimes,"FIIs set to return to India after 12-month absence, says HSBC; picks 11 stocks","HSBC upgraded India to ‘Overweight’ and expects FIIs to return after 12 months, citing attractive valuations, policy support, resilient flows, and easing global conditions. It named 11 top stock picks across sectors.",2025-09-26 12:51:51,positive,General
economictimes,Valuation check: 8 largecap stocks trade above Industry PE benchmarks,"Seven NSE large-cap stocks, including CG Power, JIO Financial, Adani Green, and HDFC Life, trade at significantly higher P/E ratios than their industry averages, signaling premium valuations, growth expectations, or potential overvaluation risks.",2025-09-26 12:36:16,positive,General
economictimes,"ET Market Watch: 5 reasons why Sensex crashed 733 pts &amp; Nifty slipped below 24,700",,2025-09-26 12:22:44,negative,General
economictimes,Ambani vs Adani: India’s desert war for ‘green gold’,,2025-09-26 12:17:42,neutral,General
economictimes,"Indo Thai Securities, Netweb Tech, 8 other stocks hit 52-week highs and rally up to 60% in a month","Despite the Sensex falling 733 points to 80,426 on Friday, 10 BSE Smallcap stocks hit fresh 52-week highs, showcasing strong momentum with notable monthly gains ranging from 6% to 60%.",2025-09-26 12:13:09,positive,INDOTHAI
economictimes,"Kidnapping of promoter's son, ransom and Rs 200-crore wipeout! SEBI unmasks Seacoast Shippings’ ultimate shock twist","Seacoast Shipping misused Rs 48 crore rights issue funds to pay ransom, while fabricating revenues and assets to mislead investors. SEBI’s probe revealed fake trades, sham governance, and massive equity dilution. Shares crashed to Rs 1.48, erasing Rs 200 crore. SEBI banned directors and ordered restitution.",2025-09-26 11:43:40,negative,General
economictimes,Madhu Kela family hiked stake in this smallcap stock that has rallied 80% in 2025. Do you own?,"GRM Overseas attracted marquee investors like Nikhil Vora and the Madhu Kela family, who raised stakes after promoters sold 2.65% for Rs 58 crore. The company is pivoting toward packaged foods through its fast-growing subsidiary, GRM Foodkraft. Shares surged 80% in 2025, supported by strong revenues, rice exports, and expansion initiatives.",2025-09-26 11:33:08,positive,GRMOVER
economictimes,Atlanta Electricals shares to debut today. GMP builds up as listing nears,"Atlanta Electricals, a prominent transformer manufacturer, debuts on bourses September 29 following a successful Rs 687 crore IPO. The issue was oversubscribed 72.16 times, with a 15% grey market premium reflecting cautious optimism. Analysts view the company positively, highlighting its robust order book and strong potential to capitalize on India's expanding power sector, suggesting a long-term investment opportunity.",2025-09-29 02:05:29,positive,General
economictimes,Ashish Kacholia-backed Ganesh Consumer Products shares to debut today. GMP turns negative ahead of listing,"Ganesh Consumer Products is poised for a cautious stock market debut on Monday, with a negative grey market premium suggesting a weak listing despite moderate IPO subscription. The prominent eastern India FMCG firm, known for wheat-based products, reported steady FY25 financials but operates on low margins. Its long-term prospects hinge on brand expansion and sustained profitability in a competitive market.",2025-09-29 02:03:23,negative,General
economictimes,Sensex Today | Stock Market LIVE Updates: GIFT Nifty signals a positive start; Asian shares trade mixed,,2025-09-29 01:44:51,positive,General
economictimes,Asian shares cautious as US government faces shutdown risk,"Asian markets opened cautiously Monday as investors eyed a potential U.S. government shutdown, which could delay key economic data and marginally impact the Fed's October rate cut decision. Despite this, S&amp;P 500 futures rose, while gold neared a record high and oil prices slipped on increased supply.",2025-09-29 01:04:36,negative,FEDERALBNK
economictimes,Legacy microloan stress still a worry for small finance banks,"Microfinance business is significantly impacting small finance banks like ESAF, Suryoday, and Utkarsh, with nearly a fifth of their microloan books under severe stress. This deterioration in asset quality, driven by high unsecured microloans, is weighing heavily on their profitability and has led to rating downgrades and losses for some.",2025-09-29 00:51:02,negative,ESAFSFB
economictimes,GIFT Nifty up 100 points; here's the trading setup for today's session,"Equity markets faced significant selling pressure last week, tumbling over 2.5% and ending a three-week winning streak. The upcoming week is data-heavy, with RBI policy and derivatives expiry expected to fuel volatility. FIIs net sold shares, while the rupee rebounded from its all-time low.",2025-09-29 00:41:00,negative,HESTERBIO
economictimes,"Stocks in news: Tata Motors, Waaree Energies, HDFC Bank, Anant Raj, Oil India","Markets extended their losing streak for the sixth consecutive session, with the Nifty approaching key support levels, prompting analysts to advise caution. Meanwhile, Waaree Energies confirmed its expansion plans despite a US tariff probe, HDFC Bank's Dubai branch faced client onboarding restrictions, and Tata Motors announced a new MD &amp; CEO.",2025-09-29 00:41:00,negative,TATAMOTORS
economictimes,"Valuations remain elevated, retail investors urged to stay disciplined","Indian equities saw an unusual year. They lagged global peers despite strong economic fundamentals. High valuations and foreign outflows impacted performance. Domestic investors, however, showed strong support. Households now own more of the market. Caution is advised due to current valuations. Retail investors should focus on disciplined asset allocation. Large caps offer better comfort.",2025-09-29 00:28:42,positive,General
economictimes,Two-thirds of Nifty 500 stocks trade below last year’s levels,"Indian equities faced a downturn since September 2024. The Nifty 50 is 1,623 points short of its peak. Two-thirds of Nifty 500 stocks are below year-ago levels. A study revealed widespread losses among listed stocks. Bitcoin surged 79 percent. Gold and silver rallied over 51 percent. These alternative assets far outpaced Indian stock market performance.",2025-09-29 00:21:34,negative,General
economictimes,Will India-US tariff deal spark the next rally on Dalal Street?,"Indian equities face continued underperformance, trailing global peers due to earnings disappointment and significant overseas exits. While corporate earnings revival is anticipated only by FY27, a resolution to the India-US tariff dispute is seen as the immediate trigger to push Sensex and Nifty towards new all-time highs.",2025-09-29 00:05:38,negative,General
economictimes,IndusInd Bank directors got an earnings boost in FY25 post-derivatives crisis,"Chairman Sunil Mehta earned Rs 96.25 lakh in sitting fees during FY25, more than doubling from Rs 47.95 lakh in the year before. This payout is in addition to Mehta's Rs 30-lakh fixed annual remuneration, which remained unchanged, showed the bank's FY25 annual report. Mehta's three-year term is set to end on January 30, 2026. People familiar with the matter told ET that between March and August 2025, the board is understood to have convened 180-200 meetings, significantly higher than in the same period last year.",2025-09-28 18:40:58,positive,INDUSINDBK
